"Futbolista_ID";"Reputación actual(9999)";"Reputación nacional (9999)";"Reputación mundial(9999)"
"2142";"6636";"6636";"5792"
"2143";"6500";"6500";"5500"
"2144";"6250";"6250";"4500"
"2145";"6365";"6365";"3283"
"2146";"6141";"6141";"4150"
"2147";"6449";"6449";"4349"
"2148";"6450";"6450";"4000"
"2149";"6449";"6749";"5399"
"2150";"6445";"6445";"3351"
"2151";"6243";"5258";"4692"
"2152";"6479";"6479";"4003"
"2153";"6450";"6450";"4800"
"2154";"6450";"6450";"5000"
"2155";"6697";"6697";"4347"
"2156";"6450";"6750";"5000"
"2157";"6247";"6497";"4497"
"2158";"6450";"7000";"4500"
"2159";"6400";"6400";"4500"
"2160";"6542";"6320";"3990"
"2161";"6374";"6240";"4544"
"2162";"6588";"6741";"5492"
"2163";"6553";"6553";"4238"
"2164";"5428";"5725";"3287"
"2165";"6450";"6450";"5500"
"2166";"6450";"6450";"4751"
"2167";"6500";"6500";"5500"
"2168";"6450";"6450";"4055"
"2169";"6350";"6350";"5050"
"2170";"6511";"6511";"4759"
"2171";"6500";"6500";"3500"
"2172";"6400";"6400";"4200"
"2173";"6000";"6000";"4000"
"2174";"6450";"6900";"6000"
"2175";"6311";"6311";"3335"
"2176";"6450";"6450";"4250"
"2177";"5989";"5989";"3989"
"2178";"6423";"6773";"6430"
"2179";"6450";"6450";"3900"
"2180";"6950";"6700";"5750"
"2181";"6700";"6100";"4507"
"2182";"6250";"6500";"3850"
"2183";"6100";"6100";"2954"
"2184";"6450";"6000";"4750"
"2185";"6150";"6150";"3500"
"2186";"6250";"6500";"5350"
"2187";"6471";"6471";"3822"
"2188";"6430";"5919";"4424"
"2189";"6450";"6450";"4750"
"2190";"6450";"6850";"5000"
"2191";"6450";"6250";"5000"
"2192";"6700";"7459";"5927"
"2193";"6450";"6450";"5000"
"2194";"6450";"6450";"4250"
"2195";"6448";"6148";"4748"
"2196";"6450";"6450";"4500"
"2197";"6420";"6420";"3257"
"2198";"6450";"6450";"2825"
"2199";"6500";"6500";"3250"
"2200";"6449";"6449";"4649"
"2201";"6450";"6500";"5250"
"2202";"6496";"6496";"4996"
"2203";"6444";"6444";"4994"
"2204";"6448";"6448";"5098"
"2205";"6447";"6447";"4947"
"2206";"6450";"6450";"5250"
"2207";"6450";"6450";"4000"
"2208";"6400";"6500";"4250"
"2209";"6450";"6450";"4500"
"2210";"6450";"6450";"4750"
"2211";"5949";"5999";"4999"
"2212";"6450";"6450";"3900"
"2213";"6450";"6500";"5400"
"2214";"6450";"7050";"6000"
"2215";"6443";"6443";"3493"
"2216";"6450";"5801";"5000"
"2217";"6450";"6450";"5250"
"2218";"6449";"6449";"5199"
"2219";"6497";"6347";"5497"
"2220";"6300";"6000";"5450"
"2221";"6450";"6450";"4700"
"2222";"6450";"6450";"3772"
"2223";"6448";"6798";"4198"
"2224";"6445";"6445";"4503"
"2225";"6450";"6450";"5000"
"2226";"6250";"6250";"4750"
"2227";"6450";"6450";"6000"
"2228";"6444";"6194";"5144"
"2229";"6250";"6750";"5500"
"2230";"6446";"6396";"4448"
"2231";"6450";"6450";"5000"
"2232";"6553";"6553";"2266"
"2233";"6450";"6550";"4750"
"2234";"6450";"6450";"2750"
"2235";"6600";"6600";"5004"
"2236";"6449";"6399";"5249"
"2237";"6450";"6450";"5000"
"2238";"6450";"6450";"3250"
"2239";"6613";"6763";"4064"
"2240";"6404";"6404";"3305"
"2241";"6418";"6368";"3757"
"2242";"6450";"6450";"5000"
"2243";"6450";"6093";"5093"
"2244";"6450";"6450";"3971"
"2245";"6434";"6434";"3745"
"2246";"6430";"6430";"4261"
"2247";"6436";"6436";"3289"
"2248";"6257";"6314";"3933"
"2249";"6350";"6350";"3750"
"2250";"6311";"6311";"3302"
"2251";"6341";"6341";"3540"
"2252";"6339";"6339";"3284"
"2253";"6400";"6400";"5000"
"2254";"6385";"6385";"3285"
"2255";"6400";"6400";"4900"
"2256";"6400";"6400";"5300"
"2257";"6400";"6600";"5250"
"2258";"6357";"6357";"3269"
"2259";"6400";"6400";"4900"
"2260";"6400";"6100";"4750"
"2261";"6400";"6400";"4950"
"2262";"6473";"6473";"5274"
"2263";"6000";"6000";"3000"
"2264";"6400";"6550";"5600"
"2265";"6290";"5688";"4085"
"2266";"6150";"6150";"4650"
"2267";"6400";"6100";"3256"
"2268";"6240";"6740";"5990"
"2269";"6400";"6350";"5600"
"2270";"6400";"6000";"4750"
"2271";"6398";"6398";"3798"
"2272";"6315";"6315";"3235"
"2273";"6398";"6398";"4898"
"2274";"6196";"6062";"2968"
"2275";"6345";"6395";"3748"
"2276";"6500";"6500";"4500"
"2277";"6400";"6400";"4500"
"2278";"6600";"6100";"5300"
"2279";"6400";"6400";"4300"
"2280";"6400";"6650";"5500"
"2281";"6000";"6000";"4950"
"2282";"6344";"5268";"4664"
"2283";"6000";"5752";"4501"
"2284";"6400";"6400";"5000"
"2285";"6400";"6400";"4250"
"2286";"6445";"6445";"5230"
"2287";"6400";"6600";"5350"
"2288";"6401";"5798";"4772"
"2289";"6400";"6050";"3500"
"2290";"6300";"6300";"4400"
"2291";"6397";"6497";"4897"
"2292";"6400";"6400";"4650"
"2293";"6400";"6500";"4500"
"2294";"6362";"6362";"2976"
"2295";"6400";"6400";"5100"
"2296";"6373";"6373";"3746"
"2297";"6400";"6400";"2000"
"2298";"6400";"6400";"4800"
"2299";"6600";"6600";"4250"
"2300";"6401";"6704";"4164"
"2301";"6251";"6385";"3376"
"2302";"6554";"6554";"5005"
"2303";"5499";"5999";"5399"
"2304";"6250";"6650";"5000"
"2305";"6500";"6500";"5254"
"2306";"6400";"6400";"5000"
"2307";"6400";"6800";"5000"
"2308";"6252";"6252";"2889"
"2309";"6398";"6398";"5398"
"2310";"6400";"6400";"2342"
"2311";"6400";"6250";"4800"
"2312";"6789";"6492";"3992"
"2313";"6750";"6400";"5000"
"2314";"6255";"6255";"4267"
"2315";"6400";"5612";"5237"
"2316";"6404";"6404";"3786"
"2317";"6299";"5786";"3673"
"2318";"5650";"5703";"3276"
"2319";"6400";"6400";"4900"
"2320";"6183";"6183";"3282"
"2321";"6400";"6350";"3000"
"2322";"6399";"6399";"4999"
"2323";"6400";"6400";"4253"
"2324";"5754";"5680";"3301"
"2325";"6500";"6500";"5750"
"2326";"6533";"6533";"3797"
"2327";"6400";"6400";"4900"
"2328";"6399";"6399";"4999"
"2329";"6300";"6300";"4250"
"2330";"6400";"6400";"5250"
"2331";"6400";"6450";"5500"
"2332";"6398";"6398";"4898"
"2333";"6400";"6400";"3500"
"2334";"6400";"7048";"4848"
"2335";"6400";"6400";"4500"
"2336";"6478";"6478";"3802"
"2337";"6400";"6400";"3800"
"2338";"6391";"6391";"3802"
"2339";"6339";"6339";"3109"
"2340";"6250";"6000";"4250"
"2341";"5800";"5800";"3857"
"2342";"6400";"6400";"4900"
"2343";"6500";"6500";"5650"
"2344";"6355";"6274";"4239"
"2345";"6400";"6400";"5500"
"2346";"6400";"5800";"5000"
"2347";"6800";"7048";"5498"
"2348";"5750";"5752";"3501"
"2349";"6146";"6345";"4000"
"2350";"6417";"6417";"4537"
"2351";"6250";"6250";"5000"
"2352";"6250";"6750";"4150"
"2353";"6400";"6400";"4500"
"2354";"6154";"6154";"2415"
"2355";"6500";"6000";"4250"
"2356";"6150";"6000";"4650"
"2357";"6362";"6362";"4482"
"2358";"6400";"6200";"5250"
"2359";"6400";"6500";"5650"
"2360";"6401";"6401";"5691"
"2361";"6400";"6400";"4400"
"2362";"6292";"6292";"3206"
"2363";"6402";"6402";"4202"
"2364";"6400";"6400";"4100"
"2365";"6400";"6400";"4250"
"2366";"6400";"6400";"4257"
"2367";"6500";"6500";"4250"
"2368";"6373";"6523";"5424"
"2369";"6014";"6014";"3014"
"2370";"6393";"6393";"4243"
"2371";"6400";"6400";"5150"
"2372";"6979";"6979";"4388"
"2373";"6400";"6400";"4900"
"2374";"6381";"6386";"5986"
"2375";"6400";"5421";"5085"
"2376";"6400";"6650";"5250"
"2377";"7000";"6500";"3400"
"2378";"6425";"6425";"3799"
"2379";"6338";"6338";"3757"
"2380";"6400";"6400";"5850"
"2381";"6400";"6400";"4200"
"2382";"6447";"6447";"3858"
"2383";"6350";"6350";"4000"
"2384";"6337";"6337";"3499"
"2385";"6398";"6398";"4948"
"2386";"6559";"6570";"4517"
"2387";"6468";"6468";"6161"
"2388";"6361";"6361";"5012"
"2389";"6200";"6200";"4600"
"2390";"6200";"5632";"4626"
"2391";"6400";"6400";"4900"
"2392";"6150";"6150";"3750"
"2393";"6350";"6450";"3756"
"2394";"6191";"6191";"4241"
"2395";"6500";"6500";"5000"
"2396";"6350";"6350";"5850"
"2397";"6395";"6395";"5295"
"2398";"6750";"6750";"4250"
"2399";"6400";"6400";"3000"
"2400";"6395";"6395";"3745"
"2401";"6400";"6800";"5400"
"2402";"6400";"6000";"5250"
"2403";"6400";"6400";"4500"
"2404";"6400";"6400";"4002"
"2405";"5407";"5662";"2491"
"2406";"6500";"7041";"5992"
"2407";"6400";"6400";"3756"
"2408";"6215";"6255";"5274"
"2409";"6438";"6023";"5885"
"2410";"6750";"7408";"6173"
"2411";"6400";"6400";"3755"
"2412";"6400";"5632";"4626"
"2413";"6200";"6200";"4500"
"2414";"6250";"7000";"4350"
"2415";"6400";"6400";"4265"
"2416";"6400";"6650";"5400"
"2417";"6600";"1672";"7040"
"2418";"6400";"6350";"5250"
"2419";"6400";"6000";"5100"
"2420";"6400";"6100";"5400"
"2421";"6390";"5760";"4200"
"2422";"6500";"6500";"6400"
"2423";"6363";"6363";"4242"
"2424";"6400";"6000";"4004"
"2425";"6345";"5672";"4051"
"2426";"6405";"6405";"4181"
"2427";"6450";"6500";"5250"
"2428";"6200";"6200";"3650"
"2429";"6400";"6150";"4750"
"2430";"6398";"6398";"3998"
"2431";"6400";"6250";"4500"
"2432";"6400";"6400";"4750"
"2433";"5750";"5754";"2008"
"2434";"6301";"6301";"4224"
"2435";"6400";"6300";"4400"
"2436";"6400";"6400";"4900"
"2437";"6235";"6235";"4987"
"2438";"6368";"6375";"4495"
"2439";"6372";"6472";"4494"
"2440";"6407";"6402";"4508"
"2441";"6236";"6040";"3247"
"2442";"6250";"6500";"5400"
"2443";"6400";"6400";"3800"
"2444";"6400";"6400";"4900"
"2445";"6400";"5756";"5001"
"2446";"6400";"6000";"4750"
"2447";"6486";"6451";"5364"
"2448";"6397";"6397";"4897"
"2449";"6261";"6261";"5503"
"2450";"6400";"6400";"4250"
"2451";"6397";"6397";"4247"
"2452";"6127";"6127";"3276"
"2453";"6250";"6250";"4750"
"2454";"6497";"6497";"5497"
"2455";"6400";"6000";"4750"
"2456";"6400";"6400";"5000"
"2457";"6168";"6168";"3015"
"2458";"6399";"6399";"4899"
"2459";"6385";"6385";"3741"
"2460";"6400";"6400";"3750"
"2461";"6400";"5950";"5000"
"2462";"6363";"5744";"4399"
"2463";"6400";"6250";"3902"
"2464";"6400";"6400";"5000"
"2465";"6270";"6270";"3811"
"2466";"6250";"6250";"3300"
"2467";"6400";"6500";"5600"
"2468";"6352";"6836";"3430"
"2469";"6400";"6750";"5000"
"2470";"6392";"6392";"4992"
"2471";"6400";"6400";"1750"
"2472";"5999";"5797";"5047"
"2473";"6512";"6507";"3517"
"2474";"6401";"6300";"5501"
"2475";"6150";"6150";"4750"
"2476";"6400";"6250";"5250"
"2477";"6397";"6247";"3897"
"2478";"6290";"6540";"4001"
"2479";"6498";"6498";"4649"
"2480";"6400";"6400";"4900"
"2481";"6400";"6400";"4600"
"2482";"6249";"6249";"4255"
"2483";"6598";"6399";"2499"
"2484";"6400";"5734";"4910"
"2485";"5876";"5884";"3934"
"2486";"6246";"6246";"3240"
"2487";"6300";"6300";"4050"
"2488";"6600";"6000";"5000"
"2489";"6390";"6390";"4890"
"2490";"6400";"5752";"4501"
"2491";"6395";"6395";"4995"
"2492";"6400";"6400";"5000"
"2493";"6367";"6367";"2604"
"2494";"6400";"6000";"5300"
"2495";"6400";"6500";"6000"
"2496";"6396";"6396";"4746"
"2497";"6400";"6400";"5500"
"2498";"6846";"6846";"4496"
"2499";"6226";"6081";"4731"
"2500";"6397";"6397";"5997"
"2501";"6400";"6400";"4450"
"2502";"6786";"6791";"4497"
"2503";"6400";"6400";"4500"
"2504";"6400";"6600";"5350"
"2505";"6271";"6315";"3976"
"2506";"6397";"6397";"4521"
"2507";"6400";"6900";"5650"
"2508";"6350";"6350";"5200"
"2509";"6298";"6298";"4251"
"2510";"6200";"6200";"3500"
"2511";"6337";"6337";"3264"
"2512";"6450";"6450";"3600"
"2513";"6350";"6350";"5500"
"2514";"6500";"6500";"4750"
"2515";"6350";"6000";"5350"
"2516";"6500";"6250";"5000"
"2517";"6250";"6250";"4500"
"2518";"6350";"5850";"4850"
"2519";"6350";"5707";"4854"
"2520";"6337";"6338";"3890"
"2521";"6399";"6199";"2799"
"2522";"6323";"6368";"4309"
"2523";"6115";"6115";"3021"
"2524";"6350";"6350";"5000"
"2525";"6350";"6350";"4850"
"2526";"6332";"5982";"3982"
"2527";"5777";"6016";"3266"
"2528";"6345";"6345";"4745"
"2529";"6250";"6250";"5250"
"2530";"6200";"6200";"4850"
"2531";"6334";"5884";"4734"
"2532";"6249";"4776";"2767"
"2533";"6357";"6357";"3288"
"2534";"6350";"6350";"5000"
"2535";"6350";"6350";"4005"
"2536";"6350";"6350";"4850"
"2537";"6331";"6331";"5231"
"2538";"6249";"6249";"3500"
"2539";"6342";"6342";"4692"
"2540";"6339";"6339";"4991"
"2541";"6292";"6292";"4174"
"2542";"6350";"6350";"4500"
"2543";"6350";"6350";"3250"
"2544";"6350";"6350";"2908"
"2545";"6346";"6346";"4649"
"2546";"6261";"6261";"3641"
"2547";"6249";"6249";"4500"
"2548";"6312";"6325";"3226"
"2549";"6250";"6500";"3850"
"2550";"6350";"6350";"3500"
"2551";"6350";"6000";"3506"
"2552";"5850";"5850";"3350"
"2553";"6300";"7397";"5079"
"2554";"6450";"6300";"4750"
"2555";"6347";"6347";"4249"
"2556";"6743";"6343";"4993"
"2557";"6350";"6500";"5000"
"2558";"6350";"6350";"4500"
"2559";"6362";"6612";"4758"
"2560";"6350";"6350";"4750"
"2561";"6500";"6500";"5650"
"2562";"6337";"6337";"3637"
"2563";"6350";"6350";"5250"
"2564";"6350";"6350";"4010"
"2565";"6250";"6250";"3600"
"2566";"6350";"6350";"3260"
"2567";"6240";"6240";"4490"
"2568";"6400";"5872";"3633"
"2569";"6350";"5800";"4000"
"2570";"6350";"6350";"4350"
"2571";"6350";"6350";"5000"
"2572";"6345";"6345";"4995"
"2573";"6495";"6495";"5495"
"2574";"6100";"6100";"4668"
"2575";"6365";"6365";"3626"
"2576";"6338";"6338";"3254"
"2577";"6350";"6350";"4500"
"2578";"6068";"6468";"4934"
"2579";"6350";"6350";"4500"
"2580";"6350";"6600";"4550"
"2581";"6350";"6350";"3255"
"2582";"6350";"6550";"4250"
"2583";"6314";"6314";"3389"
"2584";"6500";"6150";"5050"
"2585";"6400";"6150";"4900"
"2586";"5784";"5784";"4021"
"2587";"6346";"6246";"5346"
"2588";"6350";"6400";"3750"
"2589";"6321";"5788";"3288"
"2590";"6350";"6400";"4263"
"2591";"6500";"6500";"3700"
"2592";"6350";"6350";"3850"
"2593";"6324";"6324";"3748"
"2594";"6344";"6342";"3769"
"2595";"6292";"6222";"3735"
"2596";"6508";"5757";"4554"
"2597";"6350";"6350";"3803"
"2598";"6350";"6350";"4100"
"2599";"6300";"6300";"4600"
"2600";"6350";"6350";"4750"
"2601";"6344";"6344";"4244"
"2602";"6450";"6450";"4300"
"2603";"6250";"6250";"4500"
"2604";"6350";"6350";"4350"
"2605";"6249";"5637";"4910"
"2606";"6350";"4750";"5000"
"2607";"6350";"6350";"4250"
"2608";"6550";"6550";"5100"
"2609";"6350";"6350";"5100"
"2610";"6350";"6350";"4250"
"2611";"6350";"6350";"3250"
"2612";"5720";"6334";"4236"
"2613";"6350";"6350";"3250"
"2614";"5765";"5699";"4016"
"2615";"6350";"6350";"3500"
"2616";"6363";"5727";"3321"
"2617";"6258";"6246";"3754"
"2618";"6350";"6350";"5500"
"2619";"6343";"6343";"3843"
"2620";"6350";"6350";"3500"
"2621";"6143";"5993";"3993"
"2622";"6350";"6350";"4250"
"2623";"6550";"6800";"5000"
"2624";"6150";"6150";"4400"
"2625";"6347";"5750";"4250"
"2626";"6350";"6350";"4750"
"2627";"6250";"5750";"4251"
"2628";"6197";"6197";"4672"
"2629";"6350";"6000";"5200"
"2630";"6348";"6348";"4098"
"2631";"6197";"6197";"3697"
"2632";"6321";"6321";"3989"
"2633";"6350";"6350";"3900"
"2634";"6350";"6300";"5100"
"2635";"6350";"5600";"5600"
"2636";"6550";"6550";"4400"
"2637";"6250";"6250";"4250"
"2638";"6509";"5263";"5922"
"2639";"6400";"6400";"4500"
"2640";"6350";"6400";"5350"
"2641";"5995";"6695";"4495"
"2642";"6350";"6350";"5400"
"2643";"6350";"6500";"4250"
"2644";"6350";"5503";"4190"
"2645";"6308";"5974";"5474"
"2646";"6350";"5543";"2519"
"2647";"6065";"6065";"3128"
"2648";"6307";"5840";"4641"
"2649";"6350";"7237";"5452"
"2650";"6300";"6150";"4500"
"2651";"6350";"6450";"5050"
"2652";"6350";"6350";"4850"
"2653";"6150";"6150";"4650"
"2654";"6300";"6300";"4050"
"2655";"6150";"6150";"4012"
"2656";"6350";"6350";"5250"
"2657";"5750";"5750";"3250"
"2658";"6250";"6250";"4000"
"2659";"5750";"5750";"4750"
"2660";"6250";"6250";"3750"
"2661";"6300";"6300";"4350"
"2662";"6348";"6349";"3499"
"2663";"6608";"6608";"4131"
"2664";"6253";"6479";"4153"
"2665";"6250";"6250";"5100"
"2666";"6350";"6350";"3751"
"2667";"6161";"6403";"5256"
"2668";"5750";"6250";"4750"
"2669";"6348";"5331";"5328"
"2670";"6350";"6500";"4850"
"2671";"6350";"6350";"4250"
"2672";"6350";"6350";"4250"
"2673";"6341";"6741";"5491"
"2674";"6350";"5900";"5450"
"2675";"6250";"6250";"4700"
"2676";"6500";"6000";"4750"
"2677";"5750";"5750";"2000"
"2678";"6150";"6150";"5100"
"2679";"6307";"5950";"3277"
"2680";"6350";"5900";"3919"
"2681";"5750";"5950";"4000"
"2682";"6350";"6350";"5250"
"2683";"6332";"6332";"4511"
"2684";"6200";"6200";"4550"
"2685";"6250";"6250";"5500"
"2686";"4549";"5571";"2504"
"2687";"6000";"6000";"3000"
"2688";"6349";"6349";"4849"
"2689";"6643";"6796";"5246"
"2690";"6386";"6386";"3561"
"2691";"6338";"6201";"4517"
"2692";"6294";"5719";"3764"
"2693";"6350";"6350";"3800"
"2694";"6262";"6257";"4562"
"2695";"6350";"6500";"5200"
"2696";"6350";"6350";"5100"
"2697";"6257";"6257";"4026"
"2698";"6735";"6735";"4241"
"2699";"6358";"6354";"4360"
"2700";"6350";"6950";"5350"
"2701";"6350";"6000";"5500"
"2702";"6400";"6400";"4400"
"2703";"6350";"6800";"5000"
"2704";"6350";"6250";"5000"
"2705";"6348";"6348";"4348"
"2706";"6131";"6131";"2752"
"2707";"6350";"6350";"5200"
"2708";"6500";"6500";"3500"
"2709";"6350";"6350";"5050"
"2710";"6342";"6342";"4242"
"2711";"6179";"5929";"3455"
"2712";"6350";"6350";"3512"
"2713";"6350";"6350";"4500"
"2714";"6350";"6000";"5000"
"2715";"6350";"6350";"4200"
"2716";"6450";"6450";"5500"
"2717";"6344";"6344";"5494"
"2718";"6350";"6350";"3000"
"2719";"6359";"6356";"3368"
"2720";"6255";"6252";"3752"
"2721";"6400";"6350";"5700"
"2722";"6350";"6350";"4350"
"2723";"6399";"5643";"4966"
"2724";"6450";"6450";"5000"
"2725";"6350";"6350";"5100"
"2726";"6350";"6250";"6100"
"2727";"6350";"6500";"5500"
"2728";"6193";"6193";"5043"
"2729";"6458";"5129";"4418"
"2730";"6350";"6250";"3806"
"2731";"6221";"6227";"4129"
"2732";"6350";"6350";"4258"
"2733";"6349";"6349";"3999"
"2734";"6350";"7031";"5217"
"2735";"6349";"6449";"4799"
"2736";"6354";"6531";"5639"
"2737";"6350";"6750";"5000"
"2738";"6343";"6246";"2746"
"2739";"6392";"6017";"5267"
"2740";"6350";"6350";"5550"
"2741";"6160";"6160";"3435"
"2742";"6000";"6200";"3401"
"2743";"6350";"6350";"3850"
"2744";"6250";"6250";"5750"
"2745";"5907";"6274";"3971"
"2746";"6355";"6355";"3271"
"2747";"6258";"6458";"4067"
"2748";"6287";"6287";"4887"
"2749";"6240";"6240";"3133"
"2750";"6300";"6300";"3500"
"2751";"6259";"6207";"4758"
"2752";"6300";"6800";"5250"
"2753";"6300";"6500";"5500"
"2754";"5741";"5741";"2999"
"2755";"6295";"6295";"4010"
"2756";"5500";"5561";"4276"
"2757";"6295";"6295";"4745"
"2758";"6291";"6291";"4791"
"2759";"6365";"6189";"4911"
"2760";"6027";"5930";"3765"
"2761";"6300";"6300";"3400"
"2762";"6400";"6150";"4750"
"2763";"6292";"6292";"4898"
"2764";"6300";"6300";"5450"
"2765";"6300";"5900";"5300"
"2766";"6304";"6026";"3676"
"2767";"6300";"6300";"4250"
"2768";"6300";"6300";"5250"
"2769";"6300";"6300";"4600"
"2770";"6250";"6250";"4750"
"2771";"6312";"6506";"4264"
"2772";"6265";"6265";"2702"
"2773";"6158";"6158";"3990"
"2774";"6289";"6292";"2800"
"2775";"6300";"6300";"3750"
"2776";"6000";"6000";"3750"
"2777";"6250";"6250";"5050"
"2778";"6300";"6300";"4250"
"2779";"6300";"5950";"5000"
"2780";"6300";"6300";"4300"
"2781";"6000";"6550";"5000"
"2782";"6293";"6393";"5043"
"2783";"6288";"6738";"5388"
"2784";"6300";"6500";"5200"
"2785";"6268";"6268";"4484"
"2786";"6250";"6250";"4006"
"2787";"6299";"5362";"4677"
"2788";"6275";"6457";"4530"
"2789";"6300";"6300";"4500"
"2790";"6300";"5449";"4341"
"2791";"6000";"6000";"4000"
"2792";"6253";"6253";"3182"
"2793";"6198";"6198";"4498"
"2794";"6300";"6300";"5000"
"2795";"6247";"6247";"3705"
"2796";"6300";"6300";"3500"
"2797";"6295";"6295";"5295"
"2798";"6300";"6300";"4500"
"2799";"6284";"6284";"5001"
"2800";"6439";"6439";"3762"
"2801";"6300";"6100";"4500"
"2802";"6300";"6300";"5500"
"2803";"6300";"6300";"5250"
"2804";"6295";"6295";"3497"
"2805";"6291";"6291";"3791"
"2806";"6500";"6250";"5000"
"2807";"6200";"6200";"5750"
"2808";"6300";"6345";"3545"
"2809";"6220";"6220";"2683"
"2810";"6340";"6340";"3556"
"2811";"6295";"6295";"4545"
"2812";"6350";"6350";"4000"
"2813";"6300";"6300";"3041"
"2814";"6500";"6111";"3016"
"2815";"6350";"6350";"4250"
"2816";"6200";"6200";"4207"
"2817";"6059";"5653";"3532"
"2818";"6320";"6949";"5445"
"2819";"6108";"6108";"5006"
"2820";"6300";"6300";"5000"
"2821";"6300";"6300";"4800"
"2822";"6348";"6198";"4998"
"2823";"6300";"6750";"4250"
"2824";"6300";"5534";"4326"
"2825";"6141";"6143";"4293"
"2826";"6135";"5795";"4095"
"2827";"6250";"6250";"4250"
"2828";"6300";"5950";"4300"
"2829";"6196";"5228";"4867"
"2830";"6600";"6250";"5500"
"2831";"6300";"6200";"3556"
"2832";"6300";"6300";"3754"
"2833";"6300";"6300";"4300"
"2834";"6005";"6005";"5154"
"2835";"6500";"6250";"3600"
"2836";"6300";"6300";"3756"
"2837";"6300";"6300";"3250"
"2838";"6300";"6300";"3773"
"2839";"6300";"6100";"3653"
"2840";"6300";"6300";"4750"
"2841";"6297";"6297";"4797"
"2842";"6500";"5950";"4000"
"2843";"6200";"6000";"4206"
"2844";"6250";"6100";"4100"
"2845";"6300";"6300";"4500"
"2846";"6300";"6300";"3501"
"2847";"6300";"6300";"5250"
"2848";"6300";"6400";"5350"
"2849";"6250";"6250";"3100"
"2850";"5500";"6250";"3000"
"2851";"6123";"6123";"3986"
"2852";"6300";"6100";"3900"
"2853";"5807";"6047";"5297"
"2854";"6300";"6300";"4260"
"2855";"6300";"5750";"5550"
"2856";"6299";"6299";"4499"
"2857";"6299";"5999";"5749"
"2858";"6250";"6250";"4755"
"2859";"6236";"5666";"5057"
"2860";"6268";"6268";"3135"
"2861";"6277";"6277";"2996"
"2862";"6299";"6299";"5649"
"2863";"6238";"6245";"3432"
"2864";"6292";"5244";"4162"
"2865";"6300";"6250";"4650"
"2866";"6297";"6297";"5147"
"2867";"6300";"6300";"4000"
"2868";"6263";"6259";"3026"
"2869";"6300";"6300";"4250"
"2870";"6002";"6002";"3794"
"2871";"5996";"5746";"3996"
"2872";"6300";"6100";"3257"
"2873";"6400";"6400";"4600"
"2874";"6300";"6300";"4850"
"2875";"6000";"6000";"4000"
"2876";"6300";"6600";"4800"
"2877";"6300";"6200";"3850"
"2878";"6300";"5900";"3150"
"2879";"6296";"6146";"4596"
"2880";"6300";"6300";"3750"
"2881";"6300";"6300";"4800"
"2882";"6150";"6150";"3750"
"2883";"6300";"6800";"5000"
"2884";"6400";"6500";"5508"
"2885";"6326";"6326";"3292"
"2886";"6300";"6300";"2800"
"2887";"6335";"6335";"4035"
"2888";"6200";"6200";"5300"
"2889";"6300";"6300";"4800"
"2890";"6330";"6330";"3513"
"2891";"6199";"5999";"5399"
"2892";"6300";"6300";"3900"
"2893";"6281";"6281";"3991"
"2894";"6050";"6050";"4500"
"2895";"6003";"6003";"3402"
"2896";"6288";"6288";"4838"
"2897";"6300";"5900";"3250"
"2898";"6300";"6300";"4200"
"2899";"5996";"5447";"3875"
"2900";"6300";"6300";"4300"
"2901";"6298";"6298";"4998"
"2902";"6300";"6300";"5100"
"2903";"6250";"6250";"4500"
"2904";"6295";"5745";"4495"
"2905";"6299";"6249";"5499"
"2906";"6050";"6400";"5250"
"2907";"6296";"6296";"4496"
"2908";"6000";"5800";"4500"
"2909";"6200";"6200";"2500"
"2910";"6300";"6650";"5000"
"2911";"6241";"6241";"2995"
"2912";"6263";"6263";"1656"
"2913";"5878";"5878";"3452"
"2914";"6294";"6067";"3461"
"2915";"6300";"6300";"3750"
"2916";"6300";"6300";"4750"
"2917";"6050";"5731";"3326"
"2918";"6300";"6300";"4750"
"2919";"6300";"6100";"4500"
"2920";"6200";"6200";"4000"
"2921";"6100";"5659";"4004"
"2922";"6300";"6300";"3901"
"2923";"6150";"6150";"3750"
"2924";"6300";"6350";"4750"
"2925";"6300";"6250";"4500"
"2926";"6300";"6300";"5400"
"2927";"5900";"6500";"4000"
"2928";"6300";"6986";"5339"
"2929";"5950";"6500";"4000"
"2930";"6278";"6278";"2982"
"2931";"6347";"6347";"4036"
"2932";"6300";"6300";"4300"
"2933";"6000";"4814";"4334"
"2934";"6148";"5848";"4023"
"2935";"6300";"6300";"3252"
"2936";"6298";"6298";"5748"
"2937";"6300";"6200";"5250"
"2938";"6259";"5978";"5135"
"2939";"6518";"6748";"3099"
"2940";"6299";"6299";"4499"
"2941";"6300";"6300";"5000"
"2942";"6050";"5900";"4000"
"2943";"6450";"6850";"5250"
"2944";"6295";"6990";"5474"
"2945";"6300";"6300";"4300"
"2946";"6300";"5900";"3500"
"2947";"6250";"6250";"3600"
"2948";"6300";"6300";"4800"
"2949";"6299";"6299";"4949"
"2950";"6191";"6191";"4234"
"2951";"6300";"6250";"5650"
"2952";"6238";"6238";"3741"
"2953";"6162";"6162";"3128"
"2954";"6300";"6300";"3250"
"2955";"6194";"6194";"3124"
"2956";"6256";"6278";"3479"
"2957";"6250";"6250";"4850"
"2958";"6300";"6300";"3900"
"2959";"6200";"6800";"4750"
"2960";"6114";"6114";"3983"
"2961";"6600";"6300";"4750"
