"Futbolista_ID";"Altura(cm)";"Peso(kg)";"Pierna Izquierda";"Pierna derecha";"Raza"
"2202";"186";"82";"11";"20";"Northern_European"
"2203";"176";"73";"10";"20";"Mediterranean_Hispanic"
"2204";"189";"81";"12";"20";"Northern_European"
"2205";"182";"72";"11";"20";"Northern_European"
"2206";"187";"75";"20";"10";"Northern_European"
"2207";"173";"76";"14";"20";"North_African__Middle_Eastern"
"2208";"186";"70";"10";"20";"Northern_European"
"2209";"171";"67";"10";"20";"African_Caribbean"
"2210";"181";"80";"5";"20";"Northern_European"
"2211";"186";"82";"13";"20";"Mediterranean_Hispanic"
"2212";"175";"78";"8";"20";"African_Caribbean"
"2213";"171";"66";"13";"20";"North_African__Middle_Eastern"
"2214";"188";"83";"11";"20";"North_African__Middle_Eastern"
"2215";"173";"70";"13";"20";"Northern_European"
"2216";"174";"64";"10";"20";"Northern_European"
"2217";"183";"75";"13";"20";"North_African__Middle_Eastern"
"2218";"175";"67";"9";"20";"African_Caribbean"
"2219";"174";"65";"12";"20";"African_Caribbean"
"2220";"186";"74";"15";"20";"Northern_European"
"2221";"180";"70";"20";"10";"Mediterranean_Hispanic"
"2222";"194";"72";"9";"20";"Northern_European"
"2223";"183";"74";"12";"20";"Northern_European"
"2224";"175";"67";"10";"20";"Mediterranean_Hispanic"
"2225";"175";"68";"10";"20";"African_Caribbean"
"2226";"185";"82";"11";"20";"Northern_European"
"2227";"183";"78";"20";"10";"Mediterranean_Hispanic"
"2228";"183";"75";"20";"9";"Mediterranean_Hispanic"
"2229";"181";"74";"20";"12";"Mediterranean_Hispanic"
"2230";"194";"88";"20";"13";"Northern_European"
"2231";"182";"74";"13";"20";"African_Caribbean"
"2232";"170";"60";"13";"20";"Mediterranean_Hispanic"
"2233";"191";"87";"20";"6";"North_African__Middle_Eastern"
"2234";"178";"72";"12";"20";"Northern_European"
"2235";"168";"62";"13";"20";"Native_American"
"2236";"168";"64";"20";"9";"Mediterranean_Hispanic"
"2237";"191";"77";"7";"20";"Northern_European"
"2238";"175";"81";"10";"20";"African_Caribbean"
"2239";"192";"85";"7";"20";"Native_American"
"2240";"193";"80";"7";"20";"Mediterranean_Hispanic"
"2241";"171";"71";"9";"20";"Mediterranean_Hispanic"
"2242";"178";"61";"20";"9";"Northern_European"
"2243";"175";"68";"20";"12";"Mediterranean_Hispanic"
"2244";"174";"71";"20";"7";"Mediterranean_Hispanic"
"2245";"177";"78";"13";"20";"Mediterranean_Hispanic"
"2246";"173";"73";"10";"20";"Mixed_Race"
"2247";"177";"68";"15";"20";"Mixed_Race"
"2248";"175";"74";"8";"20";"Native_American"
"2249";"178";"69";"12";"20";"Mediterranean_Hispanic"
"2250";"184";"67";"10";"20";"Mixed_Race"
"2251";"172";"69";"9";"20";"Mediterranean_Hispanic"
"2252";"173";"70";"12";"20";"Mixed_Race"
"2253";"167";"67";"12";"20";"Northern_European"
"2254";"179";"72";"7";"20";"African_Caribbean"
"2255";"180";"74";"8";"20";"African_Caribbean"
"2256";"181";"80";"20";"10";"Mediterranean_Hispanic"
"2257";"182";"74";"12";"20";"Mixed_Race"
"2258";"182";"72";"7";"20";"Mixed_Race"
"2259";"184";"87";"20";"11";"Mediterranean_Hispanic"
"2260";"196";"90";"9";"20";"Mediterranean_Hispanic"
"2261";"187";"75";"8";"20";"Mediterranean_Hispanic"
"2262";"192";"87";"8";"20";"African_Caribbean"
"2263";"175";"70";"11";"20";"African_Caribbean"
"2264";"177";"71";"12";"20";"Mediterranean_Hispanic"
"2265";"181";"73";"7";"20";"Mediterranean_Hispanic"
"2266";"183";"75";"8";"20";"Northern_European"
"2267";"185";"80";"12";"20";"Northern_European"
"2268";"184";"78";"8";"20";"Mediterranean_Hispanic"
"2269";"171";"66";"10";"20";"North_African__Middle_Eastern"
"2270";"184";"79";"20";"11";"Northern_European"
"2271";"175";"61";"10";"20";"North_African__Middle_Eastern"
"2272";"180";"73";"10";"20";"Mediterranean_Hispanic"
"2273";"170";"64";"12";"20";"Mediterranean_Hispanic"
"2274";"186";"80";"20";"8";"Mediterranean_Hispanic"
"2275";"186";"80";"12";"20";"Mixed_Race"
"2276";"172";"66";"12";"20";"Northern_European"
"2277";"180";"72";"7";"20";"Mediterranean_Hispanic"
"2278";"184";"79";"17";"20";"Northern_European"
"2279";"179";"64";"20";"12";"Mediterranean_Hispanic"
"2280";"175";"80";"20";"11";"African_Caribbean"
"2281";"189";"88";"20";"10";"Northern_European"
"2282";"178";"72";"20";"12";"Mediterranean_Hispanic"
"2283";"173";"65";"20";"5";"Northern_European"
"2284";"182";"63";"14";"20";"Northern_European"
"2285";"170";"69";"20";"7";"Mediterranean_Hispanic"
"2286";"190";"85";"8";"20";"Mediterranean_Hispanic"
"2287";"186";"80";"12";"20";"Northern_European"
"2288";"181";"78";"14";"20";"Mediterranean_Hispanic"
"2289";"188";"83";"11";"20";"Mediterranean_Hispanic"
"2290";"177";"71";"10";"20";"African_Caribbean"
"2291";"182";"73";"12";"20";"Mediterranean_Hispanic"
"2292";"187";"82";"11";"20";"Mediterranean_Hispanic"
"2293";"175";"72";"20";"9";"North_African__Middle_Eastern"
"2294";"171";"61";"8";"20";"Mediterranean_Hispanic"
"2295";"182";"75";"20";"12";"Northern_European"
"2296";"181";"72";"20";"11";"Mediterranean_Hispanic"
"2297";"174";"72";"15";"20";"African_Caribbean"
"2298";"182";"74";"20";"9";"Mediterranean_Hispanic"
"2299";"188";"84";"20";"10";"Mediterranean_Hispanic"
"2300";"182";"76";"20";"8";"Mediterranean_Hispanic"
"2301";"181";"81";"8";"20";"Mediterranean_Hispanic"
"2302";"188";"85";"20";"8";"Northern_European"
"2303";"181";"84";"20";"9";"African_Caribbean"
"2304";"185";"77";"8";"20";"Northern_European"
"2305";"182";"72";"9";"20";"Northern_European"
"2306";"187";"82";"6";"20";"Northern_European"
"2307";"193";"77";"8";"20";"Northern_European"
"2308";"175";"73";"20";"8";"Mediterranean_Hispanic"
"2309";"177";"70";"9";"20";"Mediterranean_Hispanic"
"2310";"184";"70";"12";"20";"Mediterranean_Hispanic"
"2311";"180";"74";"9";"20";"African_Caribbean"
"2312";"180";"76";"12";"20";"Mixed_Race"
"2313";"172";"73";"10";"20";"Mediterranean_Hispanic"
"2314";"195";"85";"12";"20";"Northern_European"
"2315";"171";"60";"12";"20";"Mediterranean_Hispanic"
"2316";"182";"73";"8";"20";"Mixed_Race"
"2317";"184";"84";"9";"20";"Mediterranean_Hispanic"
"2318";"194";"91";"8";"20";"African_Caribbean"
"2319";"170";"67";"9";"20";"Mediterranean_Hispanic"
"2320";"184";"74";"20";"10";"African_Caribbean"
"2321";"189";"78";"20";"11";"Northern_European"
"2322";"180";"73";"8";"20";"African_Caribbean"
"2323";"195";"85";"10";"20";"Mediterranean_Hispanic"
"2324";"180";"69";"9";"20";"Northern_European"
"2325";"186";"83";"11";"20";"Northern_European"
"2326";"185";"85";"10";"20";"Mediterranean_Hispanic"
"2327";"183";"72";"20";"9";"Mediterranean_Hispanic"
"2328";"185";"84";"9";"20";"Northern_European"
"2329";"180";"79";"8";"20";"Northern_European"
"2330";"177";"66";"9";"20";"Northern_European"
"2331";"187";"77";"10";"20";"African_Caribbean"
"2332";"179";"75";"10";"20";"Mediterranean_Hispanic"
"2333";"168";"66";"12";"20";"Mediterranean_Hispanic"
"2334";"178";"74";"12";"20";"Northern_European"
"2335";"190";"0";"13";"20";"Northern_European"
"2336";"171";"73";"10";"20";"Mediterranean_Hispanic"
"2337";"167";"62";"10";"20";"Native_American"
"2338";"182";"71";"8";"20";"African_Caribbean"
"2339";"176";"76";"20";"8";"Mediterranean_Hispanic"
"2340";"181";"75";"12";"20";"Mediterranean_Hispanic"
"2341";"185";"73";"8";"20";"South_East_Asian"
"2342";"182";"78";"11";"20";"Mediterranean_Hispanic"
"2343";"178";"70";"6";"20";"Northern_European"
"2344";"182";"74";"10";"20";"Mediterranean_Hispanic"
"2345";"189";"84";"20";"12";"Northern_European"
"2346";"183";"67";"10";"20";"Northern_European"
"2347";"168";"70";"9";"20";"Mediterranean_Hispanic"
"2348";"181";"70";"20";"9";"Mediterranean_Hispanic"
"2349";"176";"69";"11";"20";"Mediterranean_Hispanic"
"2350";"183";"80";"12";"20";"Mixed_Race"
"2351";"186";"72";"11";"20";"Northern_European"
"2352";"190";"88";"6";"20";"African_Caribbean"
"2353";"189";"90";"15";"20";"African_Caribbean"
"2354";"180";"69";"20";"15";"North_African__Middle_Eastern"
"2355";"184";"75";"20";"9";"African_Caribbean"
"2356";"193";"87";"6";"20";"Mediterranean_Hispanic"
"2357";"180";"77";"10";"20";"Mediterranean_Hispanic"
"2358";"178";"70";"20";"6";"Mixed_Race"
"2359";"182";"80";"7";"20";"Mediterranean_Hispanic"
"2360";"189";"87";"14";"20";"Northern_European"
"2361";"189";"75";"20";"11";"African_Caribbean"
"2362";"185";"80";"11";"20";"Mediterranean_Hispanic"
"2363";"175";"63";"10";"20";"Mediterranean_Hispanic"
"2364";"189";"87";"12";"20";"Mediterranean_Hispanic"
"2365";"177";"75";"15";"20";"Mediterranean_Hispanic"
"2366";"190";"84";"9";"20";"Mediterranean_Hispanic"
"2367";"184";"0";"20";"15";"North_African__Middle_Eastern"
"2368";"187";"89";"20";"8";"Northern_European"
"2369";"177";"75";"20";"10";"Mediterranean_Hispanic"
"2370";"183";"74";"15";"20";"Mediterranean_Hispanic"
"2371";"191";"75";"20";"8";"Mediterranean_Hispanic"
"2372";"177";"73";"12";"20";"Mediterranean_Hispanic"
"2373";"187";"87";"10";"20";"African_Caribbean"
"2374";"183";"81";"8";"20";"Mediterranean_Hispanic"
"2375";"175";"67";"20";"8";"Asian"
"2376";"193";"92";"15";"20";"Mediterranean_Hispanic"
"2377";"188";"77";"12";"20";"African_Caribbean"
"2378";"181";"87";"8";"20";"Mediterranean_Hispanic"
"2379";"186";"74";"6";"20";"Mixed_Race"
"2380";"172";"63";"11";"20";"Mediterranean_Hispanic"
"2381";"176";"74";"8";"20";"Mediterranean_Hispanic"
"2382";"178";"68";"9";"20";"Mediterranean_Hispanic"
"2383";"179";"70";"11";"20";"North_African__Middle_Eastern"
"2384";"179";"75";"10";"20";"Mediterranean_Hispanic"
"2385";"180";"70";"20";"9";"Northern_European"
"2386";"172";"75";"20";"9";"Mediterranean_Hispanic"
"2387";"191";"82";"7";"20";"Native_American"
"2388";"182";"70";"10";"20";"Northern_European"
"2389";"180";"74";"11";"20";"Northern_European"
"2390";"170";"63";"12";"20";"Mediterranean_Hispanic"
"2391";"194";"96";"7";"20";"Northern_European"
"2392";"192";"94";"20";"5";"Northern_European"
"2393";"187";"80";"12";"20";"Mixed_Race"
"2394";"186";"0";"20";"10";"African_Caribbean"
"2395";"193";"87";"7";"20";"Northern_European"
"2396";"172";"69";"20";"8";"Mediterranean_Hispanic"
"2397";"188";"79";"12";"20";"Northern_European"
"2398";"177";"75";"20";"8";"Mediterranean_Hispanic"
"2399";"178";"70";"12";"20";"Mixed_Race"
"2400";"178";"67";"11";"20";"African_Caribbean"
"2401";"175";"73";"11";"20";"Northern_European"
"2402";"191";"77";"20";"15";"Northern_European"
"2403";"185";"77";"12";"20";"Northern_European"
"2404";"186";"79";"10";"20";"Northern_European"
"2405";"185";"73";"5";"20";"African_Caribbean"
"2406";"172";"67";"12";"20";"Northern_European"
"2407";"176";"69";"6";"20";"African_Caribbean"
"2408";"185";"78";"8";"20";"Mediterranean_Hispanic"
"2409";"171";"58";"12";"20";"Mediterranean_Hispanic"
"2410";"187";"78";"8";"20";"Mediterranean_Hispanic"
"2411";"192";"87";"8";"20";"Northern_European"
"2412";"191";"78";"9";"20";"African_Caribbean"
"2413";"187";"77";"20";"10";"Mediterranean_Hispanic"
"2414";"175";"72";"20";"5";"African_Caribbean"
"2415";"180";"78";"20";"5";"Mediterranean_Hispanic"
"2416";"184";"75";"9";"20";"Mediterranean_Hispanic"
"2417";"174";"68";"12";"20";"Mediterranean_Hispanic"
"2418";"180";"71";"13";"20";"Northern_European"
"2419";"190";"80";"20";"6";"Northern_European"
"2420";"178";"76";"12";"20";"African_Caribbean"
"2421";"173";"69";"12";"20";"African_Caribbean"
"2422";"196";"83";"12";"20";"Northern_European"
"2423";"185";"84";"8";"20";"Mixed_Race"
"2424";"187";"73";"10";"20";"Northern_European"
"2425";"179";"70";"12";"20";"Mediterranean_Hispanic"
"2426";"168";"71";"10";"20";"Native_American"
"2427";"185";"78";"12";"20";"Northern_European"
"2428";"175";"70";"9";"20";"North_African__Middle_Eastern"
"2429";"183";"70";"20";"14";"Mediterranean_Hispanic"
"2430";"178";"69";"10";"20";"Northern_European"
"2431";"168";"60";"20";"10";"Northern_European"
"2432";"181";"76";"20";"10";"Mediterranean_Hispanic"
"2433";"174";"70";"10";"20";"Mediterranean_Hispanic"
"2434";"182";"80";"10";"20";"Northern_European"
"2435";"168";"0";"5";"20";"North_African__Middle_Eastern"
"2436";"188";"75";"20";"10";"Northern_European"
"2437";"183";"74";"12";"20";"Mediterranean_Hispanic"
"2438";"180";"83";"9";"20";"Native_American"
"2439";"168";"67";"12";"20";"Northern_European"
"2440";"171";"78";"20";"10";"African_Caribbean"
"2441";"167";"72";"20";"6";"Mediterranean_Hispanic"
"2442";"179";"65";"9";"20";"African_Caribbean"
"2443";"188";"76";"20";"6";"North_African__Middle_Eastern"
"2444";"168";"65";"11";"20";"Northern_European"
"2445";"179";"70";"20";"10";"Northern_European"
"2446";"172";"64";"7";"20";"African_Caribbean"
"2447";"192";"88";"9";"20";"North_African__Middle_Eastern"
"2448";"190";"85";"14";"20";"Northern_European"
"2449";"188";"77";"5";"20";"North_African__Middle_Eastern"
"2450";"170";"0";"7";"20";"Northern_European"
"2451";"178";"65";"8";"20";"Mediterranean_Hispanic"
"2452";"190";"87";"20";"5";"Northern_European"
"2453";"170";"74";"12";"20";"Northern_European"
"2454";"181";"78";"20";"7";"Northern_European"
"2455";"181";"71";"9";"20";"African_Caribbean"
"2456";"180";"65";"8";"20";"Northern_European"
"2457";"171";"65";"8";"20";"African_Caribbean"
"2458";"173";"66";"15";"20";"Mediterranean_Hispanic"
"2459";"191";"78";"8";"20";"Northern_European"
"2460";"173";"66";"10";"20";"Northern_European"
"2461";"187";"81";"20";"10";"Northern_European"
"2462";"176";"70";"20";"10";"Northern_European"
"2463";"186";"93";"9";"20";"African_Caribbean"
"2464";"184";"76";"12";"20";"Northern_European"
"2465";"177";"72";"7";"20";"Mediterranean_Hispanic"
"2466";"186";"79";"9";"20";"Asian"
"2467";"180";"78";"10";"20";"North_African__Middle_Eastern"
"2468";"180";"70";"10";"20";"Mixed_Race"
"2469";"177";"66";"9";"20";"African_Caribbean"
"2470";"181";"78";"8";"20";"African_Caribbean"
"2471";"192";"103";"8";"20";"Northern_European"
"2472";"187";"82";"9";"20";"African_Caribbean"
"2473";"187";"0";"14";"20";"Mediterranean_Hispanic"
"2474";"190";"87";"8";"20";"African_Caribbean"
"2475";"185";"85";"12";"20";"Northern_European"
"2476";"178";"71";"10";"20";"African_Caribbean"
"2477";"178";"71";"20";"6";"African_Caribbean"
"2478";"184";"81";"10";"20";"Northern_European"
"2479";"186";"87";"8";"20";"Northern_European"
"2480";"191";"84";"12";"20";"Northern_European"
"2481";"178";"71";"11";"20";"Mediterranean_Hispanic"
"2482";"191";"76";"10";"20";"North_African__Middle_Eastern"
"2483";"179";"71";"12";"20";"Mediterranean_Hispanic"
"2484";"186";"80";"20";"9";"African_Caribbean"
"2485";"172";"0";"12";"20";"Mixed_Race"
"2486";"178";"73";"20";"7";"African_Caribbean"
"2487";"180";"80";"12";"20";"Mediterranean_Hispanic"
"2488";"193";"81";"20";"8";"Northern_European"
"2489";"187";"80";"11";"20";"Northern_European"
"2490";"187";"79";"12";"20";"Mediterranean_Hispanic"
"2491";"190";"87";"14";"20";"African_Caribbean"
"2492";"173";"72";"20";"10";"African_Caribbean"
"2493";"169";"63";"10";"20";"Mediterranean_Hispanic"
"2494";"183";"75";"8";"20";"Native_American"
"2495";"180";"79";"13";"20";"Mediterranean_Hispanic"
"2496";"171";"68";"11";"20";"African_Caribbean"
"2497";"173";"73";"12";"20";"Native_American"
"2498";"179";"76";"12";"20";"Northern_European"
"2499";"178";"78";"14";"20";"Mediterranean_Hispanic"
"2500";"187";"76";"10";"20";"Northern_European"
"2501";"190";"71";"20";"10";"Mediterranean_Hispanic"
"2502";"187";"83";"7";"20";"Mediterranean_Hispanic"
"2503";"188";"85";"12";"20";"Mixed_Race"
"2504";"177";"80";"10";"20";"Mixed_Race"
"2505";"166";"58";"20";"5";"Mixed_Race"
"2506";"172";"68";"14";"20";"Northern_European"
"2507";"189";"84";"20";"10";"Northern_European"
"2508";"180";"72";"20";"10";"African_Caribbean"
"2509";"186";"76";"20";"8";"Mixed_Race"
"2510";"174";"65";"20";"9";"African_Caribbean"
"2511";"188";"86";"20";"14";"Mediterranean_Hispanic"
"2512";"184";"77";"11";"20";"Mediterranean_Hispanic"
"2513";"187";"83";"20";"7";"African_Caribbean"
"2514";"191";"81";"8";"20";"African_Caribbean"
"2515";"184";"78";"11";"20";"Mediterranean_Hispanic"
"2516";"193";"79";"10";"20";"African_Caribbean"
"2517";"177";"0";"15";"20";"Northern_European"
"2518";"196";"92";"9";"20";"Mediterranean_Hispanic"
"2519";"179";"71";"20";"10";"Mediterranean_Hispanic"
"2520";"194";"84";"20";"8";"Northern_European"
"2521";"174";"65";"20";"10";"Mediterranean_Hispanic"
"2522";"185";"77";"20";"14";"Mediterranean_Hispanic"
"2523";"174";"71";"10";"20";"Mediterranean_Hispanic"
"2524";"175";"70";"9";"20";"Northern_European"
"2525";"185";"77";"20";"10";"Mediterranean_Hispanic"
"2526";"193";"85";"20";"11";"African_Caribbean"
"2527";"175";"71";"15";"20";"African_Caribbean"
"2528";"186";"82";"8";"20";"Northern_European"
"2529";"177";"71";"12";"20";"Northern_European"
"2530";"176";"67";"10";"20";"Northern_European"
"2531";"190";"81";"7";"20";"Northern_European"
"2532";"181";"68";"11";"20";"African_Caribbean"
"2533";"188";"0";"20";"7";"African_Caribbean"
"2534";"187";"78";"20";"12";"North_African__Middle_Eastern"
"2535";"190";"0";"8";"20";"Mixed_Race"
"2536";"174";"71";"20";"7";"Mediterranean_Hispanic"
"2537";"189";"90";"7";"20";"African_Caribbean"
"2538";"189";"88";"7";"20";"Mediterranean_Hispanic"
"2539";"186";"87";"20";"10";"Northern_European"
"2540";"180";"73";"13";"20";"Northern_European"
"2541";"188";"92";"7";"20";"Mediterranean_Hispanic"
"2542";"183";"76";"11";"20";"Northern_European"
"2543";"179";"67";"12";"20";"Mediterranean_Hispanic"
"2544";"180";"0";"9";"20";"African_Caribbean"
"2545";"184";"77";"8";"20";"African_Caribbean"
"2546";"174";"72";"20";"10";"Mediterranean_Hispanic"
"2547";"173";"66";"10";"20";"Mediterranean_Hispanic"
"2548";"187";"80";"8";"20";"African_Caribbean"
"2549";"178";"72";"14";"20";"North_African__Middle_Eastern"
"2550";"184";"80";"20";"9";"Northern_European"
"2551";"187";"77";"20";"13";"Northern_European"
"2552";"179";"74";"9";"20";"Mediterranean_Hispanic"
"2553";"175";"0";"20";"14";"African_Caribbean"
"2554";"178";"73";"11";"20";"Northern_European"
"2555";"173";"75";"20";"14";"Northern_European"
"2556";"185";"73";"20";"7";"Northern_European"
"2557";"176";"74";"14";"20";"Northern_European"
"2558";"176";"67";"11";"20";"Mediterranean_Hispanic"
"2559";"185";"81";"20";"12";"Northern_European"
"2560";"190";"88";"13";"20";"Northern_European"
"2561";"186";"83";"11";"20";"Northern_European"
"2562";"179";"75";"11";"20";"Mediterranean_Hispanic"
"2563";"179";"71";"15";"20";"Northern_European"
"2564";"185";"75";"20";"6";"Mixed_Race"
"2565";"183";"71";"13";"20";"Mixed_Race"
"2566";"177";"67";"9";"20";"African_Caribbean"
"2567";"192";"86";"10";"20";"Northern_European"
"2568";"167";"63";"11";"20";"Mediterranean_Hispanic"
"2569";"188";"84";"3";"20";"Northern_European"
"2570";"188";"80";"7";"20";"Mixed_Race"
"2571";"188";"87";"10";"20";"Northern_European"
"2572";"176";"71";"8";"20";"Mediterranean_Hispanic"
"2573";"197";"84";"6";"20";"Northern_European"
"2574";"185";"77";"20";"10";"Northern_European"
"2575";"176";"66";"14";"20";"African_Caribbean"
"2576";"183";"71";"20";"7";"African_Caribbean"
"2577";"187";"74";"10";"20";"African_Caribbean"
"2578";"190";"81";"8";"20";"Northern_European"
"2579";"193";"64";"11";"20";"Northern_European"
"2580";"183";"80";"12";"20";"Mediterranean_Hispanic"
"2581";"174";"73";"20";"12";"African_Caribbean"
"2582";"188";"83";"11";"20";"Mediterranean_Hispanic"
"2583";"180";"79";"10";"20";"Mediterranean_Hispanic"
"2584";"191";"85";"9";"20";"Mediterranean_Hispanic"
"2585";"196";"0";"20";"17";"Northern_European"
"2586";"176";"69";"20";"12";"Asian"
"2587";"186";"80";"12";"20";"Northern_European"
"2588";"174";"74";"13";"20";"Mediterranean_Hispanic"
"2589";"163";"56";"12";"20";"Native_American"
"2590";"188";"72";"7";"20";"Northern_European"
"2591";"176";"81";"20";"8";"Mediterranean_Hispanic"
"2592";"182";"75";"8";"20";"Mediterranean_Hispanic"
"2593";"177";"78";"13";"20";"Mixed_Race"
"2594";"193";"75";"9";"20";"African_Caribbean"
"2595";"181";"70";"9";"20";"African_Caribbean"
"2596";"175";"72";"10";"20";"African_Caribbean"
"2597";"193";"88";"8";"20";"African_Caribbean"
"2598";"187";"71";"11";"20";"African_Caribbean"
"2599";"188";"82";"20";"8";"Mediterranean_Hispanic"
"2600";"175";"0";"10";"20";"African_Caribbean"
"2601";"185";"66";"8";"20";"African_Caribbean"
"2602";"177";"76";"9";"20";"Mediterranean_Hispanic"
"2603";"184";"83";"12";"20";"Northern_European"
"2604";"186";"72";"10";"20";"Mediterranean_Hispanic"
"2605";"172";"70";"10";"20";"African_Caribbean"
"2606";"183";"82";"20";"8";"Northern_European"
"2607";"178";"69";"9";"20";"Mixed_Race"
"2608";"194";"84";"10";"20";"Mixed_Race"
"2609";"190";"88";"20";"5";"Northern_European"
"2610";"184";"76";"12";"20";"African_Caribbean"
"2611";"183";"79";"20";"6";"Mediterranean_Hispanic"
"2612";"188";"75";"12";"20";"African_Caribbean"
"2613";"196";"83";"8";"20";"Mediterranean_Hispanic"
"2614";"175";"68";"20";"8";"Northern_European"
"2615";"178";"0";"20";"11";"African_Caribbean"
"2616";"167";"0";"20";"10";"Native_American"
"2617";"183";"74";"20";"8";"Mediterranean_Hispanic"
"2618";"178";"69";"10";"20";"Northern_European"
"2619";"186";"74";"8";"20";"Mediterranean_Hispanic"
"2620";"176";"75";"9";"20";"Mediterranean_Hispanic"
"2621";"178";"76";"10";"20";"African_Caribbean"
"2622";"180";"75";"20";"7";"Mediterranean_Hispanic"
"2623";"184";"77";"9";"20";"African_Caribbean"
"2624";"179";"69";"8";"20";"Mediterranean_Hispanic"
"2625";"176";"70";"13";"20";"Mediterranean_Hispanic"
"2626";"178";"71";"20";"4";"Mediterranean_Hispanic"
"2627";"186";"71";"12";"20";"Mediterranean_Hispanic"
"2628";"174";"65";"20";"10";"Mediterranean_Hispanic"
"2629";"178";"67";"20";"11";"Mediterranean_Hispanic"
"2630";"179";"70";"8";"20";"Northern_European"
"2631";"177";"67";"20";"14";"Mediterranean_Hispanic"
"2632";"192";"85";"8";"20";"Mediterranean_Hispanic"
"2633";"173";"69";"10";"20";"Northern_European"
"2634";"179";"70";"10";"20";"Mediterranean_Hispanic"
"2635";"183";"89";"9";"20";"African_Caribbean"
"2636";"181";"74";"10";"20";"African_Caribbean"
"2637";"180";"69";"16";"20";"Mediterranean_Hispanic"
"2638";"172";"65";"8";"20";"African_Caribbean"
"2639";"178";"73";"10";"20";"Mediterranean_Hispanic"
"2640";"179";"71";"20";"17";"Northern_European"
"2641";"173";"71";"10";"20";"Asian"
"2642";"185";"83";"10";"20";"Mediterranean_Hispanic"
"2643";"165";"74";"6";"20";"North_African__Middle_Eastern"
"2644";"178";"69";"20";"7";"African_Caribbean"
"2645";"170";"64";"10";"20";"African_Caribbean"
"2646";"184";"76";"11";"20";"Mediterranean_Hispanic"
"2647";"188";"83";"9";"20";"Mediterranean_Hispanic"
"2648";"188";"91";"7";"20";"African_Caribbean"
"2649";"181";"77";"12";"20";"African_Caribbean"
"2650";"177";"69";"11";"20";"African_Caribbean"
"2651";"187";"84";"9";"20";"Mediterranean_Hispanic"
"2652";"176";"71";"8";"20";"North_African__Middle_Eastern"
"2653";"174";"0";"12";"20";"Mediterranean_Hispanic"
"2654";"182";"73";"10";"20";"African_Caribbean"
"2655";"179";"73";"13";"20";"Northern_European"
"2656";"178";"61";"16";"20";"North_African__Middle_Eastern"
"2657";"192";"88";"20";"5";"Mediterranean_Hispanic"
"2658";"185";"70";"20";"13";"Northern_European"
"2659";"171";"63";"9";"20";"Mediterranean_Hispanic"
"2660";"184";"72";"11";"20";"North_African__Middle_Eastern"
"2661";"185";"75";"10";"20";"Mediterranean_Hispanic"
"2662";"185";"79";"8";"20";"Mediterranean_Hispanic"
"2663";"170";"72";"9";"20";"Mediterranean_Hispanic"
"2664";"182";"84";"20";"12";"Mediterranean_Hispanic"
"2665";"184";"76";"8";"20";"African_Caribbean"
"2666";"188";"75";"7";"20";"Northern_European"
"2667";"183";"91";"10";"20";"African_Caribbean"
"2668";"185";"79";"10";"20";"North_African__Middle_Eastern"
"2669";"187";"80";"9";"20";"African_Caribbean"
"2670";"182";"77";"10";"20";"African_Caribbean"
"2671";"176";"68";"10";"20";"Mediterranean_Hispanic"
"2672";"185";"70";"7";"20";"North_African__Middle_Eastern"
"2673";"178";"67";"9";"20";"Northern_European"
"2674";"180";"76";"5";"20";"Mediterranean_Hispanic"
"2675";"175";"68";"11";"20";"Mediterranean_Hispanic"
"2676";"186";"80";"10";"20";"North_African__Middle_Eastern"
"2677";"169";"69";"12";"20";"North_African__Middle_Eastern"
"2678";"180";"73";"20";"10";"Northern_European"
"2679";"178";"79";"20";"8";"Mediterranean_Hispanic"
"2680";"186";"78";"20";"16";"Northern_European"
"2681";"179";"0";"8";"20";"North_African__Middle_Eastern"
"2682";"188";"78";"10";"20";"Mediterranean_Hispanic"
"2683";"182";"75";"11";"20";"African_Caribbean"
"2684";"177";"74";"11";"20";"Mediterranean_Hispanic"
"2685";"184";"80";"20";"11";"African_Caribbean"
"2686";"171";"76";"10";"20";"Mediterranean_Hispanic"
"2687";"175";"72";"14";"20";"Mixed_Race"
"2688";"173";"67";"13";"20";"Mediterranean_Hispanic"
"2689";"170";"66";"9";"20";"Mixed_Race"
"2690";"186";"99";"14";"20";"Mediterranean_Hispanic"
"2691";"191";"82";"8";"20";"Northern_European"
"2692";"183";"72";"10";"20";"African_Caribbean"
"2693";"188";"78";"10";"20";"Northern_European"
"2694";"175";"70";"20";"10";"Mediterranean_Hispanic"
"2695";"191";"87";"20";"10";"African_Caribbean"
"2696";"171";"65";"9";"20";"Mediterranean_Hispanic"
"2697";"172";"71";"20";"10";"African_Caribbean"
"2698";"182";"78";"12";"20";"Mediterranean_Hispanic"
"2699";"184";"77";"20";"8";"Mediterranean_Hispanic"
"2700";"183";"75";"20";"10";"North_African__Middle_Eastern"
"2701";"193";"89";"12";"20";"Mixed_Race"
"2702";"180";"0";"11";"20";"Mediterranean_Hispanic"
"2703";"180";"71";"9";"20";"African_Caribbean"
"2704";"188";"70";"10";"20";"Northern_European"
"2705";"177";"69";"12";"20";"Mediterranean_Hispanic"
"2706";"175";"70";"12";"20";"Mediterranean_Hispanic"
"2707";"180";"74";"12";"20";"Mediterranean_Hispanic"
"2708";"178";"75";"14";"20";"Mixed_Race"
